城市,方式,楼盘名称,户型,城市地区,区内地段,面积,朝向,标签,价格,楼层类型,楼层数,封面图,品牌,详情链接
深圳,独栋,星窝青年公寓 民治地铁口店 隔音超好 大阳台 特价推出,2室1厅1卫,,,70.00㎡,,独栋公寓 近地铁 精装 有阳台 开放厨房 押一付一,3999元/月,,层,https://image1.ljcdn.com/wanjia/73705566f1256422635dc28e1f273466-1723451295052/e48169736ab47742c6ddccb1cb865c98.jpg.250x182.jpg,,https://sz.lianjia.com/apartment/25317.html
深圳,独栋,鑫茂鑫海公寓 A4-C号楼 1月特价优惠 可留房15天+免租10天 押一 有电梯免费巴士直达深圳北,1室1厅1卫,,,40.00㎡,,独栋公寓 月租 近地铁 精装 有阳台 开放厨房 押一付一,3100元/月,,层,https://image1.ljcdn.com/wanjia/64f7ffd1d3e66e97a7f22cc9bcf183ea-1718353061260/42c4af2bfa6805a208241d79282bbea3.jpg.250x182.jpg,,https://sz.lianjia.com/apartment/24051.html
深圳,整租,承翰骏玺,2室2厅2卫,福田区,皇岗,82.17㎡,南,近地铁 精装 双卫生间,16000元/月,高楼层,41层,"https://image1.ljcdn.com/110000-inspection/pc1_AMR6bsZfz.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://sz.lianjia.com/zufang/SZ2114969580634898432.html
深圳,整租,凯东吉祥悦府,2室1厅1卫,龙岗区,龙岗双龙,70.87㎡,东,精装 随时看房,3100元/月,高楼层,33层,"https://image1.ljcdn.com/110000-inspection/pc1_O0G2vZGqm.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",链家,https://sz.lianjia.com/zufang/SZ2114971988207337472.html
深圳,独栋,鑫茂鑫海公寓 A3栋 一个月起租，短租不加价，小区房押一 开间,1室0厅1卫,,,32.00㎡,,独栋公寓 月租 近地铁 精装 押一付一,1950-2000元/月,,层,https://image1.ljcdn.com/wanjia/64f7ffd1d3e66e97a7f22cc9bcf183ea-1748913124499/051c528a4b93fd8c1df3dfe686ed0e5e.jpg.250x182.jpg,,https://sz.lianjia.com/apartment/24052.html
深圳,整租,东方美地苑,1室0厅1卫,南山区,南头,23.10㎡,南,近地铁 精装,3400元/月,高楼层,8层,"https://image1.ljcdn.com/110000-inspection/80589599-5b6a-44e9-b7c6-43422fdbb649.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://sz.lianjia.com/zufang/SZ2114897911383851008.html
深圳,独栋,鑫茂鑫海公寓 A4-C号楼 温馨单房租期灵活，可留房15天 押一  燃气做饭 大阳台 开间,1室0厅1卫,,,32.00㎡,,独栋公寓 月租 拎包入住 近地铁 精装 有阳台 押一付一,2250元/月,,层,https://image1.ljcdn.com/wanjia/64f7ffd1d3e66e97a7f22cc9bcf183ea-1744249778131/71f1e8c9e7fcab1e6155f8f223177ca2.jpg.250x182.jpg,,https://sz.lianjia.com/apartment/24051.html
深圳,独栋,鑫茂鑫海公寓 A1栋 梅林关小区单房，定房保留15天免租10天，押一！0中介费 开间,1室0厅1卫,,,32.00㎡,,独栋公寓 月租 拎包入住 近地铁 精装 有阳台 开放厨房 押一付一,2100元/月,,层,https://image1.ljcdn.com/wanjia/64f7ffd1d3e66e97a7f22cc9bcf183ea-1751956638730/40440e2319b02eacba52a4d88dc76335.jpg.250x182.jpg,,https://sz.lianjia.com/apartment/24048.html
深圳,整租,南油B区,1室0厅1卫,南山区,后海,35.51㎡,南,近地铁 精装 随时看房,3200元/月,高楼层,7层,"https://image1.ljcdn.com/110000-inspection/pc1_Rcinuu9dN.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",链家,https://sz.lianjia.com/zufang/SZ2114911692507840512.html
深圳,独栋,星窝青年公寓 民治旗舰店 民治地铁口50米 豪华单间 民水电 开间,1室0厅1卫,,,30.00㎡,,独栋公寓 拎包入住 近地铁 精装 有阳台 开放厨房 押一付一,2100元/月,,层,https://image1.ljcdn.com/wanjia/73705566f1256422635dc28e1f273466-1751530517896/ffa45038a9a85861169f9a014ac213c9.jpg.250x182.jpg,,https://sz.lianjia.com/apartment/25320.html
深圳,整租,景龙大厦,4室2厅1卫,福田区,景田,112.00㎡,东南,精装,8000元/月,高楼层,29层,"https://image1.ljcdn.com/110000-inspection/pc1_NGaHL5cpF.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://sz.lianjia.com/zufang/SZ2114923686740885504.html
深圳,整租,京基御景印象二期,1室1厅1卫,坪山区,坪山,45.00㎡,东南,近地铁 精装,2500元/月,低楼层,33层,"https://image1.ljcdn.com/110000-inspection/pc1_kiFBgDyRk.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://sz.lianjia.com/zufang/SZ2114929026060517376.html
深圳,独栋,鑫茂鑫海公寓 A3栋 鑫茂公寓特价一房一厅免租10天，押一付一，物业直租无中介费,1室1厅1卫,,,39.00㎡,,独栋公寓 月租 近地铁 精装 有阳台 押一付一,2650元/月,,层,https://image1.ljcdn.com/wanjia/64f7ffd1d3e66e97a7f22cc9bcf183ea-1748912840991/4ba7de1088f924fa0247ca4afa1299f3.jpg.250x182.jpg,,https://sz.lianjia.com/apartment/24052.html
深圳,整租,鹏公馆,1室1厅1卫,罗湖区,翠竹,41.00㎡,东南,近地铁 精装 随时看房,4500元/月,高楼层,29层,"https://image1.ljcdn.com/110000-inspection/pc1_IYD30fLid.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://sz.lianjia.com/zufang/SZ2114929830658048000.html
深圳,独栋,鑫茂鑫海公寓 A4-C号楼 民治小区房 新租特惠 押一 免租30天燃气做饭 有停车场 开间,1室0厅1卫,,,32.00㎡,,独栋公寓 月租 近地铁 精装 有阳台 开放厨房 押一付一,2250元/月,,层,https://image1.ljcdn.com/wanjia/64f7ffd1d3e66e97a7f22cc9bcf183ea-1718352847527/6484357827a802715158f819110afd91.jpg.250x182.jpg,,https://sz.lianjia.com/apartment/24051.html
深圳,整租,东海丽景花园,1室0厅1卫,盐田区,盐田港,30.00㎡,东,近地铁 精装 随时看房,2100元/月,高楼层,25层,"https://image1.ljcdn.com/110000-inspection/pc1_xO2iGsyU9.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",链家,https://sz.lianjia.com/zufang/SZ2114955485630169088.html
深圳,整租,万科四季花城二期,3室2厅1卫,龙岗区,坂田,86.00㎡,南,近地铁 精装 随时看房,6100元/月,中楼层,6层,"https://image1.ljcdn.com/110000-inspection/pc1_2NJc9uHD3.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://sz.lianjia.com/zufang/SZ2114962065729781760.html
深圳,整租,金侨花园,2室1厅1卫,龙华区,龙华中心,57.00㎡,南,近地铁 精装 随时看房,2500元/月,中楼层,7层,"https://image1.ljcdn.com/110000-inspection/pc1_9GGVGTq4e.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://sz.lianjia.com/zufang/SZ2114937889937686528.html
深圳,独栋,鑫茂鑫海公寓 E店 两房一厅，物业直租，白石龙,2室1厅1卫,,,60.00㎡,,独栋公寓 月租 近地铁 精装 有阳台 开放厨房 押一付一,5300元/月,,层,https://image1.ljcdn.com/wanjia/64f7ffd1d3e66e97a7f22cc9bcf183ea-1753855601146/084d3ca3fe833173a5756298391cfff9.jpg.250x182.jpg,,https://sz.lianjia.com/apartment/24054.html
深圳,整租,蕙兰雅居,2室2厅1卫,罗湖区,莲塘,74.00㎡,南,精装 随时看房,5000元/月,高楼层,15层,"https://image1.ljcdn.com/110000-inspection/pc1_npKvDdhaH.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://sz.lianjia.com/zufang/SZ2114931031155933184.html
深圳,独栋,鑫茂鑫海公寓 鑫茂B栋 近福田小区 大单间 免租10天 燃气做饭 带停车场 开间,1室0厅1卫,,,32.00㎡,,独栋公寓 月租 拎包入住 近地铁 精装 有阳台 押一付一,2250-2400元/月,,层,https://image1.ljcdn.com/wanjia/64f7ffd1d3e66e97a7f22cc9bcf183ea-1758092161836/ba2830d17f416dfae913f21376f91f2c.jpg.250x182.jpg,,https://sz.lianjia.com/apartment/24053.html
深圳,整租,岗厦城,4室2厅2卫,福田区,福田中心,140.00㎡,北,近地铁 精装 双卫生间 随时看房,18800元/月,低楼层,30层,"https://image1.ljcdn.com/110000-inspection/pc1_OLhpT4E03.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",链家,https://sz.lianjia.com/zufang/SZ2114933558001795072.html
深圳,整租,东关珺府,4室2厅2卫,坪山区,坪山,108.00㎡,东,近地铁 精装 双卫生间,4500元/月,低楼层,32层,"https://image1.ljcdn.com/110000-inspection/pc1_lSGRZiigD.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://sz.lianjia.com/zufang/SZ2114963167699271680.html
深圳,独栋,鑫茂鑫海公寓 A店 白石龙小区一房，定房保留15天+10天免租，0中介费，押一,1室1厅1卫,,,42.00㎡,,独栋公寓 月租 拎包入住 近地铁 精装 有阳台 开放厨房 押一付一,2800元/月,,层,https://image1.ljcdn.com/wanjia/64f7ffd1d3e66e97a7f22cc9bcf183ea-1756972602639/7d87361adc4ee8dd7bb3b5d1ce41f305.jpg.250x182.jpg,,https://sz.lianjia.com/apartment/24049.html
深圳,整租,瑞达苑,3室2厅1卫,福田区,景田,97.00㎡,西北,近地铁 精装,9000元/月,中楼层,27层,"https://image1.ljcdn.com/110000-inspection/pc1_Nvcy1ESs7.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://sz.lianjia.com/zufang/SZ2114966405538381824.html
深圳,整租,颐湾府,3室2厅2卫,南山区,前海,119.20㎡,南,近地铁 精装 双卫生间,16000元/月,低楼层,43层,"https://image1.ljcdn.com/110000-inspection/pc1_JasQAI70W.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://sz.lianjia.com/zufang/SZ2114962699719802880.html
深圳,整租,壹成中心第六区,5室2厅2卫,龙华区,龙华中心,129.00㎡,东南,双卫生间 随时看房,7500元/月,低楼层,50层,"https://image1.ljcdn.com/110000-inspection/pc1_MZgME2nUj.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://sz.lianjia.com/zufang/SZ2114970144114475008.html
深圳,整租,金众小区,1室0厅1卫,福田区,竹子林,16.00㎡,南,精装,2750元/月,高楼层,7层,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20251211101918d13,链家,https://sz.lianjia.com/zufang/SZ2114970195964461056.html
深圳,整租,深铁懿府一期,4室2厅1卫,南山区,华侨城,118.00㎡,南,精装,18000元/月,高楼层,41层,"https://image1.ljcdn.com/110000-inspection/pc1_5FYPRagGA.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://sz.lianjia.com/zufang/SZ2110022442008182784.html
深圳,整租,鸿翔花园,3室2厅2卫,罗湖区,地王,147.98㎡,南,精装 双卫生间 随时看房,16800元/月,中楼层,31层,"https://image1.ljcdn.com/110000-inspection/pc1_n6H2vdw5m.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://sz.lianjia.com/zufang/SZ2110022676549468160.html
深圳,合租,桂芳园四期 5居室 东卧,5室1厅2卫,龙岗区,布吉大芬,13.50㎡,东,新上 公寓 拎包入住 精装 随时看房,1360元/月,高楼层,11层,https://image1.ljcdn.com/rent-house-1/img/636f69b83827f24f7723a443c68fdbb3-1761964781923/2dd1a1d46534e005ca01ee1c0d6e9838.jpg.250x182.jpg,自如,https://sz.lianjia.com/zufang/SZ2127822072255086592.html
深圳,整租,莲塘路200号,3室2厅1卫,罗湖区,莲塘,90.00㎡,南,近地铁 精装 随时看房,5200元/月,中楼层,8层,"https://image1.ljcdn.com/110000-inspection/pc1_rPkZPczkw.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://sz.lianjia.com/zufang/SZ2110212495439298560.html
深圳,合租,嘉葆润金座 4居室 东卧,4室1厅1卫,福田区,新洲,6.00㎡,东,新上 公寓 拎包入住 精装 随时看房,1330元/月,低楼层,20层,https://image1.ljcdn.com/rent-house-1/img/636f69b83827f24f7723a443c68fdbb3-1765428032512/3d4b526a73d2b07c7e67a0235702c5be.jpg.250x182.jpg,自如,https://sz.lianjia.com/zufang/SZ2127836373057536000.html
深圳,整租,力高君御国际,3室2厅2卫,坪山区,坪山,78.00㎡,东南,近地铁 精装 双卫生间 随时看房,3600元/月,中楼层,35层,"https://image1.ljcdn.com/110000-inspection/pc1_nES27cvND.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://sz.lianjia.com/zufang/SZ2110215864274911232.html
深圳,整租,颐安都会中央二期,3室2厅2卫,龙岗区,大运新城,89.00㎡,东南,近地铁 精装 双卫生间 随时看房,4700元/月,低楼层,30层,"https://image1.ljcdn.com/110000-inspection/pc1_fahqGEbe7.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://sz.lianjia.com/zufang/SZ2110224390942621696.html
深圳,合租,润华苑 4居室 北卧,4室1厅1卫,福田区,梅林,10.30㎡,北,新上 公寓 拎包入住 精装 随时看房,1860元/月,低楼层,16层,https://image1.ljcdn.com/rent-house-1/img/636f69b83827f24f7723a443c68fdbb3-1763287938497/2808fbe6a380970e7c1c4c51090c8beb.jpg.250x182.jpg,自如,https://sz.lianjia.com/zufang/SZ2127822078533959680.html
深圳,整租,海珑华苑,3室1厅1卫,罗湖区,螺岭,74.00㎡,北,近地铁 精装,6500元/月,中楼层,34层,"https://image1.ljcdn.com/110000-inspection/pc1_oNKVWUplf.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",链家,https://sz.lianjia.com/zufang/SZ2110217978313179136.html
深圳,整租,前海天境花园,3室2厅2卫,南山区,前海,114.54㎡,南,近地铁 精装 双卫生间,15000元/月,低楼层,43层,"https://image1.ljcdn.com/110000-inspection/pc1_QVLdUIADo.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://sz.lianjia.com/zufang/SZ2110225114703331328.html
深圳,整租,和成嘉业,5室2厅2卫,龙岗区,坂田,140.61㎡,南,近地铁 精装 双卫生间 随时看房,14000元/月,低楼层,32层,"https://image1.ljcdn.com/110000-inspection/pc1_dPdQyZhXY.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://sz.lianjia.com/zufang/SZ2110229527811588096.html
深圳,合租,万科四季花城七期 5居室 北卧,5室1厅2卫,龙岗区,坂田,7.95㎡,北,新上 公寓 月租 拎包入住 精装 随时看房,1190元/月,中楼层,6层,https://image1.ljcdn.com/rent-house-1/img/636f69b83827f24f7723a443c68fdbb3-1757401544303/a2af83ca6b36fc232b2e7f09c8d96b9a.jpg.250x182.jpg,自如,https://sz.lianjia.com/zufang/SZ2127831147567120384.html
深圳,整租,奥园翡翠东湾,3室2厅1卫,坪山区,坪山,80.00㎡,东,精装,3200元/月,中楼层,33层,"https://image1.ljcdn.com/110000-inspection/pc1_DlDWpi9Sb.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://sz.lianjia.com/zufang/SZ2110238292447330304.html
深圳,整租,枫丹雅苑,3室2厅2卫,福田区,香蜜湖,126.00㎡,东南,近地铁 精装 双卫生间 随时看房,13000元/月,高楼层,28层,"https://image1.ljcdn.com/110000-inspection/pc1_vznAJFhPz.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://sz.lianjia.com/zufang/SZ2110240434142838784.html
深圳,整租,香域中央花园,4室2厅2卫,福田区,香蜜湖,203.62㎡,南,近地铁 精装 双卫生间,40000元/月,中楼层,30层,"https://image1.ljcdn.com/110000-inspection/pc1_fBXZTdmnR.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://sz.lianjia.com/zufang/SZ2110258186421272576.html
深圳,整租,上东湾,2室1厅1卫,盐田区,沙头角,37.74㎡,东,精装 随时看房,3200元/月,低楼层,32层,"https://image1.ljcdn.com/110000-inspection/pc1_13cSxHrJv.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://sz.lianjia.com/zufang/SZ2110276345249398784.html
深圳,整租,佳兆业大都汇,1室0厅1卫,龙岗区,布吉关,45.00㎡,东北,近地铁 精装,2900元/月,中楼层,33层,"https://image1.ljcdn.com/110000-inspection/f8d33220-9a1d-43a7-a506-c616de9f947a.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://sz.lianjia.com/zufang/SZ2110259732617887744.html
深圳,整租,玺园,2室2厅2卫,龙华区,龙华中心,89.07㎡,西南,精装 双卫生间 随时看房,6900元/月,中楼层,4层,"https://image1.ljcdn.com/110000-inspection/pc1_6Q7xkEDmt.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://sz.lianjia.com/zufang/SZ2110264956699017216.html
深圳,整租,滢水山庄,3室2厅1卫,龙华区,民治,32.00㎡,南,精装,3800元/月,高楼层,8层,"https://image1.ljcdn.com/110000-inspection/pc1_DS68Uo3PD.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://sz.lianjia.com/zufang/SZ2110265838509490176.html
深圳,合租,锦绣花园一期 4居室 东南卧,4室1厅2卫,南山区,华侨城,8.30㎡,南,新上 公寓 月租 拎包入住 精装 随时看房,1860元/月,低楼层,33层,https://image1.ljcdn.com/rent-house-1/img/636f69b83827f24f7723a443c68fdbb3-1759209288817/626693ea6df000c398a94f1ca308451d.jpg.250x182.jpg,自如,https://sz.lianjia.com/zufang/SZ2127831126935339008.html
深圳,合租,京基御景峯 5居室 西北卧,5室1厅2卫,南山区,大学城,7.20㎡,南,新上 公寓 拎包入住 近地铁 精装,1960元/月,低楼层,54层,https://image1.ljcdn.com/rent-house-1/img/636f69b83827f24f7723a443c68fdbb3-1739452707334/1b3a35cefe1f53de468fcb39b0b6cb83.jpg.250x182.jpg,自如,https://sz.lianjia.com/zufang/SZ2127964756382842880.html
深圳,整租,龙华花半里花园,4室2厅2卫,龙华区,龙华中心,86.00㎡,西北,近地铁 双卫生间,5800元/月,高楼层,33层,"https://image1.ljcdn.com/110000-inspection/39434c1d-363d-4964-9d20-29dbc1638991.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://sz.lianjia.com/zufang/SZ2110275169321746432.html
深圳,整租,财富广场,1室1厅1卫,福田区,香蜜湖,49.00㎡,南,近地铁 精装,5500元/月,低楼层,28层,"https://image1.ljcdn.com/110000-inspection/pc1_A4S4EdA7P.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",链家,https://sz.lianjia.com/zufang/SZ2110289445436522496.html
深圳,整租,天健和悦府,3室2厅1卫,坪山区,坪山,76.00㎡,东南,近地铁 精装,3500元/月,中楼层,45层,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20251211101918d13,,https://sz.lianjia.com/zufang/SZ2109651432478081024.html
深圳,合租,宝能城 4居室 北卧,4室1厅2卫,南山区,大学城,7.43㎡,南,新上 公寓 拎包入住 精装 独立阳台 随时看房,2090元/月,低楼层,45层,https://image1.ljcdn.com/rent-house-1/img/636f69b83827f24f7723a443c68fdbb3-1761911309503/de83313c33f9eecda27b86847ead1266.jpg.250x182.jpg,自如,https://sz.lianjia.com/zufang/SZ2127822084523425792.html
深圳,合租,世界花园海华居 5居室 南卧,5室1厅2卫,南山区,华侨城,7.00㎡,南,新上 公寓 月租 拎包入住 精装 随时看房,1590元/月,中楼层,23层,https://image1.ljcdn.com/rent-house-1/img/636f69b83827f24f7723a443c68fdbb3-1761365101979/830c76a05174f880dd1e6ac4359d1a97.jpg.250x182.jpg,自如,https://sz.lianjia.com/zufang/SZ2127830996689616896.html
深圳,整租,云科府,4室2厅2卫,光明区,光明,110.00㎡,东北,近地铁 精装 双卫生间 随时看房,7800元/月,中楼层,32层,"https://image1.ljcdn.com/110000-inspection/pc1_3oDIy4Y4a.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://sz.lianjia.com/zufang/SZ2109637339931213824.html
深圳,合租,半山翠林花园 5居室 南卧,5室1厅2卫,南山区,西丽,16.43㎡,南,新上 公寓 拎包入住 精装 随时看房,1830元/月,中楼层,17层,https://image1.ljcdn.com/rent-house-1/img/636f69b83827f24f7723a443c68fdbb3-1766481716102/8e8985632a723415832f84b286649cce.jpg.250x182.jpg,自如,https://sz.lianjia.com/zufang/SZ2127831289493979136.html
深圳,合租,帝景园二期 4居室 北卧,4室1厅2卫,南山区,科技园,15.10㎡,南,新上 公寓 拎包入住 精装 独立阳台 随时看房,2430元/月,低楼层,11层,https://image1.ljcdn.com/rent-house-1/img/636f69b83827f24f7723a443c68fdbb3-1765869614787/f8e0aec3258fa4b9bc96945dcfc201ac.jpg.250x182.jpg,自如,https://sz.lianjia.com/zufang/SZ2127835924099235840.html
深圳,整租,南光城市花园,3室1厅1卫,南山区,南山中心,88.00㎡,南,近地铁 精装,9000元/月,高楼层,32层,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20251211101918d13,,https://sz.lianjia.com/zufang/SZ2109640448447348736.html
湛江,整租,保利天悦湾,2室1厅1卫,赤坎区,金沙湾片区,83.19㎡,东南,随时看房,4000元/月,高楼层,53层,"https://image1.ljcdn.com/110000-inspection/pc1_1R82Q6Ecq_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG1778691820952223744.html
湛江,整租,京基大厦,1室0厅0卫,赤坎区,京基片区,267.00㎡,东北,精装,16020元/月,中楼层,25层,"https://image1.ljcdn.com/110000-inspection/970f7bc2-a650-40a5-b8da-7d218513b61e.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG1777717497907118080.html
湛江,整租,威格商务大厦,1室0厅0卫,霞山区,城市美林片区,70.00㎡,东南,精装,2800元/月,高楼层,23层,"https://image1.ljcdn.com/110000-inspection/34710410-4acc-463d-9257-debccdee735e.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG1783453278953013248.html
湛江,整租,上景中心,1室1厅1卫,霞山区,华都汇片区,42.00㎡,东南,精装,2000元/月,高楼层,33层,"https://image1.ljcdn.com/110000-inspection/68f66e07-49b9-41d0-934b-e5fa0f25a398.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG1781295928456511488.html
湛江,整租,荣盛中央广场,1室0厅1卫,霞山区,万达片区,56.00㎡,东南,精装,1300元/月,中楼层,28层,"https://image1.ljcdn.com/110000-inspection/53059fca-df5d-4eee-923f-a08122373250.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG1821194541529563136.html
湛江,整租,恒逸五星公寓,2室1厅1卫,霞山区,三帆片区,67.00㎡,南,,1800元/月,中楼层,42层,"https://image1.ljcdn.com/110000-inspection/pc1_e68lk6rBy_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG1821519617269432320.html
湛江,整租,山湖海上城,3室2厅2卫,遂溪县,遂溪县,112.88㎡,东南,精装 双卫生间 随时看房,1600元/月,中楼层,16层,"https://image1.ljcdn.com/110000-inspection/8c056e8a-d79c-4d76-8d2b-05f615dbd548.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG1820386363510358016.html
湛江,整租,万达广场,3室2厅2卫,霞山区,万达片区,90.00㎡,东,精装 双卫生间,2800元/月,中楼层,39层,"https://image1.ljcdn.com/110000-inspection/e0d8d85d-92fe-4334-9fcb-bb8af27f9515.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG1818252007488618496.html
湛江,整租,金沙湾一期雅韵苑,3室2厅2卫,赤坎区,金沙湾片区,120.00㎡,南,精装 双卫生间 随时看房,1900元/月,高楼层,7层,"https://image1.ljcdn.com/110000-inspection/pc1_jA9VQDKgR_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG1825043746442444800.html
湛江,整租,海棠路54号,4室2厅1卫,赤坎区,百园片区,110.00㎡,东,,1300元/月,中楼层,10层,"https://image1.ljcdn.com/110000-inspection/pc1_1m0WH6Hp3_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG1823587539705921536.html
湛江,整租,公路局宿舍（海田路）,4室2厅2卫,赤坎区,金城片区,168.00㎡,东,精装 双卫生间,2700元/月,中楼层,7层,"https://image1.ljcdn.com/440800-inspection/e8a9bfb0-233e-47f3-98d3-8128db955dc0.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG1825472347885273088.html
湛江,整租,恒大外滩花园,3室2厅1卫,赤坎区,调顺片区,110.00㎡,东南,精装,2380元/月,中楼层,21层,"https://image1.ljcdn.com/110000-inspection/9c8e1931-9554-4d16-94d1-3d91457829ff.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG1831605558906454016.html
湛江,整租,金沙湾四期碧海园,3室2厅2卫,赤坎区,金沙湾片区,115.00㎡,东南,精装 双卫生间,2500元/月,高楼层,7层,"https://image1.ljcdn.com/110000-inspection/2a1cd9fa-f717-4847-8a59-8368e6c62c5d.png!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG1829737066011820032.html
湛江,整租,碧桂园海湾城,4室2厅2卫,赤坎区,调顺片区,106.00㎡,东南,精装 双卫生间,2000元/月,中楼层,32层,"https://image1.ljcdn.com/110000-inspection/f1042e25-abd3-4fd5-b189-1b862b0c65fe.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG1826923833685180416.html
湛江,整租,荣盛中央广场,2室0厅1卫,霞山区,万达片区,45.00㎡,南,精装,2500元/月,高楼层,39层,"https://image1.ljcdn.com/110000-inspection/830d730e-8834-4345-b05a-fbed338ba581.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG1831285186378072064.html
湛江,整租,荣盛中央广场,2室1厅1卫,霞山区,万达片区,63.00㎡,南,精装,2400元/月,中楼层,30层,"https://image1.ljcdn.com/110000-inspection/f403fc69-7fcc-4e6a-a0c7-ae34d569aa76.png!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG1832395116870893568.html
湛江,整租,城市假日D区,,霞山区,城市假日片区,17.00㎡,东南,,550元/月,,层,"https://image1.ljcdn.com/110000-inspection/541af4b9-fc51-41fd-84a1-d835ba5c68b2.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG1816063664784932864.html
湛江,整租,海湾新城小区,2室2厅1卫,霞山区,东风片区,83.00㎡,东,精装,1200元/月,中楼层,9层,"https://image1.ljcdn.com/110000-inspection/ba576a67-8491-4312-b452-6ca46cde3291.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG1814254088582332416.html
湛江,整租,文澜上筑小区,2室1厅1卫,遂溪县,遂溪县,88.60㎡,东,随时看房,1500元/月,低楼层,12层,"https://image1.ljcdn.com/110000-inspection/pc1_MLtlyY7VS_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG1805113087246729216.html
